Term,Section,Former,Title,Credits,Instructional Method,Location,Start Date,End Date,Meeting Days,Start Time,End Time,Instructor(s),Seats Remaining,GERS,Purpose,Prequisites,Notes,Sort,Courses ID
Spring 2018 - Day,MSL-302-01,MS-32,Applied Leadership,2,EXAM,PYR 126,04/30/18,04/30/18,M,12:00PM,02:30PM,,24,,undergraduate day,,,3,3646
Spring 2018 - Day,MSL-402-01,MS-42,Adaptive Leadership,2,SKL,PYR 126,01/08/18,04/24/18,MW,01:30PM,02:20PM,Staff Staff,24,,undergraduate day,,,1,3649
Spring 2018 - Day,MSL-402-01,MS-42,Adaptive Leadership,2,LAB, ,01/08/18,04/24/18,MW,02:30PM,05:00PM,,24,,undergraduate day,,,2,3649
Spring 2018 - Day,MSL-402-01,MS-42,Adaptive Leadership,2,EXAM,PYR 126,04/30/18,04/30/18,M,12:00PM,02:30PM,,24,,undergraduate day,,,3,3649
Spring 2018 - Day,MTH-110-01,MTH-16,Finite Mathematics,4,LEC,RLY 107,01/08/18,04/24/18,MWF,08:30AM,09:20AM,Dr. Marty Cook,26,MR,undergraduate day,,,1,3596
Spring 2018 - Day,MTH-110-01,MTH-16,Finite Mathematics,4,EXAM,RLY 107,04/27/18,04/27/18,F,08:30AM,11:00AM,,26,MR,undergraduate day,,,2,3596
Spring 2018 - Day,MTH-110-02,MTH-16,Finite Mathematics,4,LEC,RLY 107,01/08/18,04/24/18,TR,10:00AM,11:15AM,Dr. Mark Woodard,26,MR,undergraduate day,,,1,3596
Spring 2018 - Day,MTH-110-02,MTH-16,Finite Mathematics,4,EXAM,RLY 107,05/01/18,05/01/18,T,08:30AM,11:00AM,,26,MR,undergraduate day,,,2,3596
Spring 2018 - Day,MTH-110-03,MTH-16,Finite Mathematics,4,LEC,RLY 102,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Dr. John Harris,26,MR,undergraduate day,,,1,3596
Spring 2018 - Day,MTH-110-03,MTH-16,Finite Mathematics,4,EXAM,RLY 102,04/28/18,04/28/18,S,08:30AM,11:00AM,,26,MR,undergraduate day,,,2,3596
Spring 2018 - Day,MTH-120-01,MTH-30,Introduction to Statistics,4,LEC,RLY 102,01/08/18,04/24/18,TR,08:30AM,09:45AM,Dr. Tom Lewis,26,MR,undergraduate day,,,1,5646
Spring 2018 - Day,MTH-120-01,MTH-30,Introduction to Statistics,4,EXAM,RLY 102,04/26/18,04/26/18,R,08:30AM,11:00AM,,26,MR,undergraduate day,,,2,5646
Spring 2018 - Day,MTH-120-02,MTH-30,Introduction to Statistics,4,LEC,RLY 103,01/08/18,04/24/18,MWF,08:30AM,09:20AM,Dr. Kevin R. Hutson,26,MR,undergraduate day,,,1,5646
Spring 2018 - Day,MTH-120-02,MTH-30,Introduction to Statistics,4,EXAM,RLY 103,04/27/18,04/27/18,F,08:30AM,11:00AM,,26,MR,undergraduate day,,,2,5646
Spring 2018 - Day,MTH-120-03,MTH-30,Introduction to Statistics,4,LEC,RLY 105,01/08/18,04/24/18,MWF,09:30AM,10:20AM,Dr. Bob Fray,26,MR,undergraduate day,,,1,5646
Spring 2018 - Day,MTH-120-03,MTH-30,Introduction to Statistics,4,EXAM,RLY 105,04/30/18,04/30/18,M,08:30AM,11:00AM,,26,MR,undergraduate day,,,2,5646
Spring 2018 - Day,MTH-120-04,MTH-30,Introduction to Statistics,4,LEC,RLY 102,01/08/18,04/24/18,TR,10:00AM,11:15AM,Dr. Tom Lewis,26,MR,undergraduate day,,,1,5646
Spring 2018 - Day,MTH-120-04,MTH-30,Introduction to Statistics,4,EXAM,RLY 102,05/01/18,05/01/18,T,08:30AM,11:00AM,,26,MR,undergraduate day,,,2,5646
Spring 2018 - Day,MTH-145-01,,Calc for Life & Social Science,4,LEC,RLY 103,01/08/18,04/24/18,MWF,09:30AM,10:20AM,Dr. Nancy Shell,26,MR,undergraduate day,,,1,5647
Spring 2018 - Day,MTH-145-01,,Calc for Life & Social Science,4,EXAM,RLY 103,04/30/18,04/30/18,M,08:30AM,11:00AM,,26,MR,undergraduate day,,,2,5647
Spring 2018 - Day,MTH-145-02,,Calc for Life & Social Science,4,LEC,RLY 105,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Dr. Casey W. Hawthorne,26,MR,undergraduate day,,,1,5647
Spring 2018 - Day,MTH-145-02,,Calc for Life & Social Science,4,EXAM,RLY 105,04/28/18,04/28/18,S,08:30AM,11:00AM,,26,MR,undergraduate day,,,2,5647
Spring 2018 - Day,MTH-145-03,,Calc for Life & Social Science,4,LEC,RLY 103,01/08/18,04/24/18,MWF,11:30AM,12:20PM,Dr. Doug Rall,26,MR,undergraduate day,,,1,5647
Spring 2018 - Day,MTH-145-03,,Calc for Life & Social Science,4,EXAM,RLY 103,04/28/18,04/28/18,S,12:00PM,02:30PM,,26,MR,undergraduate day,,,2,5647
Spring 2018 - Day,MTH-145-04,,Calc for Life & Social Science,4,LEC,RLY 103,01/08/18,04/24/18,MWF,12:30PM,01:20PM,Dr. Nancy Shell,26,MR,undergraduate day,,,1,5647
Spring 2018 - Day,MTH-145-04,,Calc for Life & Social Science,4,EXAM,RLY 103,04/27/18,04/27/18,F,12:00PM,02:30PM,,26,MR,undergraduate day,,,2,5647
Spring 2018 - Day,MTH-145-05,,Calc for Life & Social Science,4,LEC,RLY 102,01/08/18,04/24/18,MWF,01:30PM,02:20PM,Dr. Casey W. Hawthorne,26,MR,undergraduate day,,,1,5647
Spring 2018 - Day,MTH-145-05,,Calc for Life & Social Science,4,EXAM,RLY 102,04/30/18,04/30/18,M,12:00PM,02:30PM,,26,MR,undergraduate day,,,2,5647
Spring 2018 - Day,MTH-150-01,MTH-11,Analytic Geometry/Calculus I,4,LEC,RLY 103,01/08/18,04/24/18,MWRF,10:30AM,11:20AM,Dr. Dan Sloughter,26,MR,undergraduate day,appropriate placement,,1,3603
Spring 2018 - Day,MTH-150-01,MTH-11,Analytic Geometry/Calculus I,4,EXAM,RLY 103,04/28/18,04/28/18,S,08:30AM,11:00AM,,26,MR,undergraduate day,appropriate placement,,2,3603
Spring 2018 - Day,MTH-150-02,MTH-11,Analytic Geometry/Calculus I,4,LEC,RLY 107,01/08/18,04/24/18,MTWF,11:30AM,12:20PM,Dr. Marty Cook,26,MR,undergraduate day,appropriate placement,,1,3603
Spring 2018 - Day,MTH-150-02,MTH-11,Analytic Geometry/Calculus I,4,EXAM,RLY 107,04/28/18,04/28/18,S,12:00PM,02:30PM,,26,MR,undergraduate day,appropriate placement,,2,3603
Spring 2018 - Day,MTH-150-03,MTH-11,Analytic Geometry/Calculus I,4,LEC,RLY 107,01/08/18,04/24/18,MTWF,01:30PM,02:20PM,Dr. Marty Cook,26,MR,undergraduate day,appropriate placement,,1,3603
Spring 2018 - Day,MTH-150-03,MTH-11,Analytic Geometry/Calculus I,4,EXAM,RLY 107,04/30/18,04/30/18,M,12:00PM,02:30PM,,26,MR,undergraduate day,appropriate placement,,2,3603
Spring 2018 - Day,MTH-151-01,MTH-12,Analytic Geometry/Calculus II,4,LEC,RLY 105,01/08/18,04/24/18,MTWF,11:30AM,12:20PM,Dr. Liz Bouzarth,26,,undergraduate day,MTH-141 or 150,,1,3604
Spring 2018 - Day,MTH-151-01,MTH-12,Analytic Geometry/Calculus II,4,EXAM,RLY 105,04/28/18,04/28/18,S,12:00PM,02:30PM,,26,,undergraduate day,MTH-141 or 150,,2,3604
Spring 2018 - Day,MTH-151-02,MTH-12,Analytic Geometry/Calculus II,4,LEC,RLY 103,01/08/18,04/24/18,MTWF,01:30PM,02:20PM,Dr. Sarah B. Frick,26,,undergraduate day,MTH-141 or 150,,1,3604
Spring 2018 - Day,MTH-151-02,MTH-12,Analytic Geometry/Calculus II,4,EXAM,RLY 103,04/30/18,04/30/18,M,12:00PM,02:30PM,,26,,undergraduate day,MTH-141 or 150,,2,3604
Spring 2018 - Day,MTH-160-01,MTH-13,Vectors and Matrices,4,LEC,RLY 102,01/08/18,04/24/18,MWF,11:30AM,12:20PM,Dr. Kevin R. Hutson,26,,undergraduate day,MTH-151,,1,3606
Spring 2018 - Day,MTH-160-01,MTH-13,Vectors and Matrices,4,EXAM,RLY 102,04/28/18,04/28/18,S,12:00PM,02:30PM,,26,,undergraduate day,MTH-151,,2,3606
Spring 2018 - Day,MTH-250-01,MTH-21,Vector Calculus,4,LEC,RLY 107,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Dr. Liz Bouzarth,26,,undergraduate day,MTH-160,,1,3608
Spring 2018 - Day,MTH-250-01,MTH-21,Vector Calculus,4,EXAM,RLY 107,04/28/18,04/28/18,S,08:30AM,11:00AM,,26,,undergraduate day,MTH-160,,2,3608
Spring 2018 - Day,MTH-255-01,MTH-22,Differential Equations,4,LEC,RLY 102,01/08/18,04/24/18,MWF,12:30PM,01:20PM,Dr. Dan Sloughter,26,,undergraduate day,MTH-160,,1,3609
Spring 2018 - Day,MTH-255-01,MTH-22,Differential Equations,4,EXAM,RLY 102,04/27/18,04/27/18,F,12:00PM,02:30PM,,26,,undergraduate day,MTH-160,,2,3609
Spring 2018 - Day,MTH-260-01,MTH-28,Higher Mathematics Transition,4,LEC,RLY 107,01/08/18,04/24/18,MWF,09:30AM,10:20AM,Dr. Doug Rall,26,WR,undergraduate day,MTH-151,,1,3611
Spring 2018 - Day,MTH-260-01,MTH-28,Higher Mathematics Transition,4,EXAM,RLY 107,04/30/18,04/30/18,M,08:30AM,11:00AM,,26,WR,undergraduate day,MTH-151,,2,3611
Spring 2018 - Day,MTH-301-01,MTH-31,Math for Elem School Tchrs I,4,LEC,RLY 101,01/08/18,04/24/18,MWF,08:30AM,09:20AM,Dr. Casey W. Hawthorne,18,,undergraduate day,,,1,3612
Spring 2018 - Day,MTH-301-01,MTH-31,Math for Elem School Tchrs I,4,EXAM,RLY 101,04/27/18,04/27/18,F,08:30AM,11:00AM,,18,,undergraduate day,,,2,3612
Spring 2018 - Day,MTH-320-01,,Number Theory,4,LEC,RLY 102,01/08/18,04/24/18,MWF,09:30AM,10:20AM,Dr. John Harris,26,,undergraduate day,MTH-260,,1,3191
Spring 2018 - Day,MTH-320-01,,Number Theory,4,EXAM,RLY 102,04/30/18,04/30/18,M,08:30AM,11:00AM,,26,,undergraduate day,MTH-260,,2,3191
Spring 2018 - Day,MTH-341-01,MTH-47,Mathematical Statistics,4,LEC,RLY 101,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Dr. Bob Fray,26,,undergraduate day,MTH-340,,1,3198
Spring 2018 - Day,MTH-341-01,MTH-47,Mathematical Statistics,4,EXAM,RLY 101,04/28/18,04/28/18,S,08:30AM,11:00AM,,26,,undergraduate day,MTH-340,,2,3198
Spring 2018 - Day,MTH-350-01,MTH-39,Complex Variables,4,LEC,RLY 107,01/08/18,04/24/18,MWF,12:30PM,01:20PM,Dr. Sarah B. Frick,26,,undergraduate day,MTH-250,,1,3199
Spring 2018 - Day,MTH-350-01,MTH-39,Complex Variables,4,EXAM,RLY 107,04/27/18,04/27/18,F,12:00PM,02:30PM,,26,,undergraduate day,MTH-250,,2,3199
Spring 2018 - Day,MTH-461-01,MTH-44,Topics in Algebra,4,LEC,RLY 101,01/08/18,04/24/18,MWF,01:30PM,02:20PM,Dr. Mark Woodard,26,,undergraduate day,MTH-460,,1,3205
Spring 2018 - Day,MTH-461-01,MTH-44,Topics in Algebra,4,EXAM,RLY 101,04/30/18,04/30/18,M,12:00PM,02:30PM,,26,,undergraduate day,MTH-460,,2,3205
Spring 2018 - Day,MUS-050-01,MUSR-06,Recital Attendance,0,ACT,DMB RCT,01/08/18,04/24/18,T,02:30PM,03:20PM,Ms. Emily Sweezey,190,,undergraduate day,,,1,4057
Spring 2018 - Day,MUS-060-01,MUSE-04,Symphony Orchestra,0,ACT,DMB 013,01/08/18,04/24/18,TR,03:30PM,05:30PM,Dr. Tom Joiner,80,,undergraduate day,,,1,3224
Spring 2018 - Day,MUS-061-01,MUSE-03,Furman Bands,0,ACT,DMB 013,01/08/18,04/24/18,MWF,03:30PM,05:30PM,Team-Taught,100,,undergraduate day,,,1,
Spring 2018 - Day,MUS-061-01,MUSE-03,Furman Bands,0,,,,,,,,Dr. Les Hicken,100,,undergraduate day,,,1,
Spring 2018 - Day,MUS-061-01,MUSE-03,Furman Bands,0,,,,,,,,Mr. Jay A. Bocook,100,,undergraduate day,,,1,
Spring 2018 - Day,MUS-062-01,MUSE-01,Furman Singers,0,ACT,HMP 121,01/08/18,04/24/18,TR,03:30PM,05:30PM,Dr. Hugh F. Floyd,100,,undergraduate day,,,1,3232
Spring 2018 - Day,MUS-063-01,MUSE-13,Men's Chorale,0,ACT,DMB 003,01/08/18,04/24/18,TR,01:00PM,02:15PM,"Mr. James M. Keesler, Jr.",30,,undergraduate day,,,1,3233
Spring 2018 - Day,MUS-063-01,MUSE-13,Men's Chorale,0,ADD,HMP 121,01/08/18,04/24/18,TR,03:30PM,05:30PM,,30,,undergraduate day,,,2,3233
Spring 2018 - Day,MUS-064-01,MUSE-02,Women's Chorale,0,ACT,HMP 121,01/08/18,04/24/18,TR,01:00PM,02:15PM,Dr. Vivian Hamilton,50,,undergraduate day,,,1,3235
Spring 2018 - Day,MUS-064-01,MUSE-02,Women's Chorale,0,ADD,HMP 121,01/08/18,04/24/18,TR,03:30PM,05:30PM,,50,,undergraduate day,,,2,3235
Spring 2018 - Day,MUS-065-01,MUSE-14,Chamber Choir,0,ACT,HMP 121,01/08/18,04/24/18,MW,02:30PM,03:20PM,Dr. Hugh F. Floyd,40,,undergraduate day,,,1,3237
Spring 2018 - Day,MUS-066-01,MUSE-05,Oratorio Chorus,0,ACT,HMP 121,01/08/18,04/24/18,TR,03:30PM,05:30PM,Dr. Vivian Hamilton,20,,undergraduate day,,,1,3240
Spring 2018 - Day,MUS-067-01,MUSE-11,Jazz Ensemble,0,ACT,DMB 013,01/08/18,04/24/18,T,05:30PM,07:00PM,Dr. Matthew W. Olson,20,,undergraduate day,,,1,3243
Spring 2018 - Day,MUS-067-01,MUSE-11,Jazz Ensemble,0,ADD,DMB 013,01/08/18,04/24/18,R,02:30PM,03:20PM,,20,,undergraduate day,,,2,3243
Spring 2018 - Day,MUS-068-01,MUSE-12,Jazz Combo,0,ACT,DMB 013,01/08/18,04/24/18,R,05:30PM,07:30PM,James S. Watson,15,,undergraduate day,,,1,3244
Spring 2018 - Day,MUS-068-02,MUSE-12,Jazz Combo,0,ACT,DMB 013,01/08/18,04/24/18,F,02:30PM,03:30PM,Dr. Matthew W. Olson,15,,undergraduate day,,,1,3244
Spring 2018 - Day,MUS-068-03,MUSE-12,Jazz Combo,0,ACT,DMB 013,01/08/18,04/24/18,R,06:30PM,07:30PM,James S. Watson,15,,undergraduate day,,,1,3244
Spring 2018 - Day,MUS-068-04,MUSE-12,Jazz Combo,0,ACT,DMB 013,01/08/18,04/24/18,T,07:00PM,08:00PM,Dr. Matthew W. Olson,15,,undergraduate day,,,1,3244
Spring 2018 - Day,MUS-069-01,MUSE-09,Brass Ensemble,0,ACT,DMB 013,01/08/18,04/24/18,W,02:30PM,03:20PM,Dr. Gary Malvern,25,,undergraduate day,,,1,3245
Spring 2018 - Day,MUS-070-01,MUSE-08,Woodwind Ensemble,0,ACT, ,01/08/18,04/24/18,,,,Dr. Cecilia Kang,20,,undergraduate day,,,1,3246
Spring 2018 - Day,MUS-071-01,MUSE-10,Percussion Ensemble,0,ACT,DMB 013,01/08/18,04/24/18,MW,06:00PM,08:00PM,Dr. Omar Carmenates,20,,undergraduate day,,,1,3247
Spring 2018 - Day,MUS-072-01,MUSE-15,String Ensemble,0,ACT, ,01/08/18,04/24/18,,,,Dr. Christopher Hutton,20,,undergraduate day,,,1,3248
Spring 2018 - Day,MUS-073-01,,String Quartet,0,ACT, ,01/08/18,04/24/18,,,,Dr. Christopher Hutton,20,,undergraduate day,,,1,3249
Spring 2018 - Day,MUS-074-01,,Saxophone Quartet,0,ACT, ,01/08/18,04/24/18,,,,Dr. Matthew W. Olson,20,,undergraduate day,,,1,3250
Spring 2018 - Day,MUS-101-01,MUS-20,Introduction to Music,4,LEC,JHN 201,01/08/18,04/24/18,TR,08:30AM,09:45AM,Kathryn Rhyne,32,VP,undergraduate day,,,1,3251
Spring 2018 - Day,MUS-101-01,MUS-20,Introduction to Music,4,EXAM,JHN 201,04/26/18,04/26/18,R,08:30AM,11:00AM,,32,VP,undergraduate day,,,2,3251
Spring 2018 - Day,MUS-101-02,MUS-20,Introduction to Music,4,LEC,JHN 201,01/08/18,04/24/18,TR,10:00AM,11:15AM,Dr. John Beckford,32,VP,undergraduate day,,,1,3251
Spring 2018 - Day,MUS-101-02,MUS-20,Introduction to Music,4,EXAM,JHN 201,05/01/18,05/01/18,T,08:30AM,11:00AM,,32,VP,undergraduate day,,,2,3251
Spring 2018 - Day,MUS-101-03,MUS-20,Introduction to Music,4,LEC,JHN 201,01/08/18,04/24/18,W,02:30PM,05:00PM,Petrea Warneck,32,VP,undergraduate day,,,1,3251
Spring 2018 - Day,MUS-101-03,MUS-20,Introduction to Music,4,EXAM,JHN 201,04/26/18,04/26/18,R,03:30PM,06:00PM,,32,VP,undergraduate day,,,2,3251
Spring 2018 - Day,MUS-101-04,MUS-20,Introduction to Music,4,LEC,JHN 201,01/08/18,04/24/18,MWF,12:30PM,01:20PM,Dr. Cecilia Kang,32,VP,undergraduate day,,,1,3251
Spring 2018 - Day,MUS-101-04,MUS-20,Introduction to Music,4,EXAM,JHN 201,04/27/18,04/27/18,F,12:00PM,02:30PM,,32,VP,undergraduate day,,,2,3251
Spring 2018 - Day,MUS-102-01,MUS-19,Introduction to Jazz,4,LEC,HMP 121,01/08/18,04/24/18,TR,11:30AM,12:45PM,James S. Watson,25,VP,undergraduate day,,,1,3252
Spring 2018 - Day,MUS-102-01,MUS-19,Introduction to Jazz,4,EXAM,HMP 121,04/26/18,04/26/18,R,12:00PM,02:30PM,,25,VP,undergraduate day,,,2,3252
Spring 2018 - Day,MUS-104-01,MUSA-67,Voice Class I,2,SKL,DMB 104,01/08/18,04/24/18,MF,09:30AM,10:20AM,Ms. Kathryn C. Knauer,12,,undergraduate day,,,1,3254
Spring 2018 - Day,MUS-104-01,MUSA-67,Voice Class I,2,EXAM,DMB 104,04/30/18,04/30/18,M,08:30AM,11:00AM,,12,,undergraduate day,,,2,3254
Spring 2018 - Day,MUS-106-01,MUSA-77,Piano Class I,2,SKL,DMB 005,01/08/18,04/24/18,MF,09:30AM,10:20AM,Dr. Ruth Neville,10,,undergraduate day,,,1,3269
Spring 2018 - Day,MUS-106-01,MUSA-77,Piano Class I,2,EXAM,DMB 005,04/30/18,04/30/18,M,08:30AM,11:00AM,,10,,undergraduate day,,,2,3269
Spring 2018 - Day,MUS-108-01,MUSA-70,Guitar Class I,2,SKL,DMB 013,01/08/18,04/24/18,TR,01:00PM,03:30PM,Dr. Silviu O. Ciulei,12,,undergraduate day,,,1,3271
Spring 2018 - Day,MUS-108-01,MUSA-70,Guitar Class I,2,EXAM,DMB 013,05/01/18,05/01/18,T,12:00PM,02:30PM,,12,,undergraduate day,,,2,3271
Spring 2018 - Day,MUS-109-01,MUSA-71,Guitar Class II,2,SKL,DMB 013,01/08/18,04/24/18,TR,11:30AM,12:20PM,Dr. Silviu O. Ciulei,12,,undergraduate day,,,1,3272
Spring 2018 - Day,MUS-109-01,MUSA-71,Guitar Class II,2,EXAM,DMB 013,04/26/18,04/26/18,R,12:00PM,02:30PM,,12,,undergraduate day,,,2,3272
Spring 2018 - Day,MUS-112A-01,,Bsc Musicianship II: Written,2,LEC,DMB 003,01/08/18,04/24/18,TR,08:30AM,09:20AM,Staff Staff,18,,undergraduate day,MUS-111,,1,3664
Spring 2018 - Day,MUS-112A-01,,Bsc Musicianship II: Written,2,EXAM,DMB 003,04/26/18,04/26/18,R,08:30AM,11:00AM,,18,,undergraduate day,MUS-111,,2,3664
Spring 2018 - Day,MUS-112A-02,,Bsc Musicianship II: Written,2,LEC,DMB 003,01/08/18,04/24/18,TR,10:30AM,11:20AM,Dr. Dan Koppelman,18,,undergraduate day,MUS-111,,1,3664
Spring 2018 - Day,MUS-112A-02,,Bsc Musicianship II: Written,2,EXAM,DMB 003,05/01/18,05/01/18,T,08:30AM,11:00AM,,18,,undergraduate day,MUS-111,,2,3664
Spring 2018 - Day,MUS-112A-03,,Bsc Musicianship II: Written,2,LEC,DMB 003,01/08/18,04/24/18,TR,11:30AM,12:20PM,Dr. Dan Koppelman,18,,undergraduate day,MUS-111,,1,3664
Spring 2018 - Day,MUS-112A-03,,Bsc Musicianship II: Written,2,EXAM,DMB 003,04/26/18,04/26/18,R,12:00PM,02:30PM,,18,,undergraduate day,MUS-111,,2,3664
Spring 2018 - Day,MUS-112B-01,,Basic Musicianship II: Aural,1,SKL,DMB 003,01/08/18,04/24/18,MF,08:30AM,09:20AM,Staff Staff,18,,undergraduate day,MUS-111,,1,3665
Spring 2018 - Day,MUS-112B-01,,Basic Musicianship II: Aural,1,EXAM,DMB 003,04/27/18,04/27/18,F,08:30AM,11:00AM,,18,,undergraduate day,MUS-111,,2,3665
Spring 2018 - Day,MUS-112B-02,,Basic Musicianship II: Aural,1,SKL,DMB 003,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Dr. Ruth Neville,18,,undergraduate day,MUS-111,,1,3665
Spring 2018 - Day,MUS-112B-02,,Basic Musicianship II: Aural,1,EXAM,DMB 003,04/28/18,04/28/18,S,08:30AM,11:00AM,,18,,undergraduate day,MUS-111,,2,3665
Spring 2018 - Day,MUS-112B-03,,Basic Musicianship II: Aural,1,SKL,DMB 003,01/08/18,04/24/18,MF,11:30AM,12:20PM,Dr. Ruth Neville,18,,undergraduate day,MUS-111,,1,3665
Spring 2018 - Day,MUS-112B-03,,Basic Musicianship II: Aural,1,EXAM,DMB 003,04/28/18,04/28/18,S,12:00PM,02:30PM,,18,,undergraduate day,MUS-111,,2,3665
Spring 2018 - Day,MUS-112C-01,,Bsc Musicianship II: Keyboard,1,SKL,DMB 004,01/08/18,04/24/18,W,08:30AM,09:20AM,Dr. David Gross,9,,undergraduate day,,,1,3666
Spring 2018 - Day,MUS-112C-01,,Bsc Musicianship II: Keyboard,1,EXAM,DMB 004,04/27/18,04/27/18,F,08:30AM,11:00AM,,9,,undergraduate day,,,2,3666
Spring 2018 - Day,MUS-112C-02,,Bsc Musicianship II: Keyboard,1,SKL,DMB 005,01/08/18,04/24/18,W,08:30AM,09:20AM,Dr. Karen A. Eshelman,9,,undergraduate day,,,1,3666
Spring 2018 - Day,MUS-112C-02,,Bsc Musicianship II: Keyboard,1,EXAM,DMB 005,04/27/18,04/27/18,F,08:30AM,11:00AM,,9,,undergraduate day,,,2,3666
Spring 2018 - Day,MUS-112C-03,,Bsc Musicianship II: Keyboard,1,SKL,DMB 004,01/08/18,04/24/18,W,10:30AM,11:20AM,Staff Staff,9,,undergraduate day,,,1,3666
Spring 2018 - Day,MUS-112C-03,,Bsc Musicianship II: Keyboard,1,EXAM,DMB 004,04/28/18,04/28/18,S,08:30AM,11:00AM,,9,,undergraduate day,,,2,3666
Spring 2018 - Day,MUS-112C-04,,Bsc Musicianship II: Keyboard,1,SKL,DMB 005,01/08/18,04/24/18,W,10:30AM,11:20AM,Dr. Derek Parsons,9,,undergraduate day,,,1,3666
Spring 2018 - Day,MUS-112C-04,,Bsc Musicianship II: Keyboard,1,EXAM,DMB 005,04/28/18,04/28/18,S,08:30AM,11:00AM,,9,,undergraduate day,,,2,3666
Spring 2018 - Day,MUS-112C-05,,Bsc Musicianship II: Keyboard,1,SKL,DMB 004,01/08/18,04/24/18,W,11:30AM,12:20PM,Staff Staff,9,,undergraduate day,,,1,3666
Spring 2018 - Day,MUS-112C-05,,Bsc Musicianship II: Keyboard,1,EXAM,DMB 004,04/28/18,04/28/18,S,12:00PM,02:30PM,,9,,undergraduate day,,,2,3666
Spring 2018 - Day,MUS-112C-06,,Bsc Musicianship II: Keyboard,1,SKL,DMB 005,01/08/18,04/24/18,W,11:30AM,12:20PM,Staff Staff,9,,undergraduate day,,,1,3666
Spring 2018 - Day,MUS-112C-06,,Bsc Musicianship II: Keyboard,1,EXAM,DMB 005,04/28/18,04/28/18,S,12:00PM,02:30PM,,9,,undergraduate day,,,2,3666
Spring 2018 - Day,MUS-113-01,,Composition Seminar,1,SEM,HMP 123E,01/08/18,04/24/18,F,02:30PM,04:00PM,Team-Taught,12,,undergraduate day,,,1,
Spring 2018 - Day,MUS-113-01,,Composition Seminar,1,EXAM,HMP 123E,04/27/18,04/27/18,F,03:30PM,06:00PM,Dr. Mark Kilstofte,12,,undergraduate day,,,2,
Spring 2018 - Day,MUS-113-01,,Composition Seminar,1,,,,,,,,Dr. Dan Koppelman,12,,undergraduate day,,,1,
Spring 2018 - Day,MUS-113-01,,Composition Seminar,1,,,,,,,,Mr. Jay A. Bocook,12,,undergraduate day,,,1,
Spring 2018 - Day,MUS-120-01,,Introductory Music Literature,2,LEC,HMP 121,01/08/18,04/24/18,MW,01:30PM,02:20PM,Team-Taught,36,,undergraduate day,MUS-111,,1,
Spring 2018 - Day,MUS-120-01,,Introductory Music Literature,2,EXAM,HMP 121,04/30/18,04/30/18,M,12:00PM,02:30PM,Dr. Laura E. Kennedy,36,,undergraduate day,MUS-111,,2,
Spring 2018 - Day,MUS-120-01,,Introductory Music Literature,2,,,,,,,,Dr. John Beckford,36,,undergraduate day,MUS-111,,1,
Spring 2018 - Day,MUS-120-02,,Introductory Music Literature,2,LEC,HMP 121,01/08/18,04/24/18,MW,01:30PM,02:20PM,Team-Taught,36,,undergraduate day,MUS-111,,1,
Spring 2018 - Day,MUS-120-02,,Introductory Music Literature,2,EXAM,HMP 121,04/30/18,04/30/18,M,12:00PM,02:30PM,Dr. Laura E. Kennedy,36,,undergraduate day,MUS-111,,2,
Spring 2018 - Day,MUS-120-02,,Introductory Music Literature,2,,,,,,,,Dr. John Beckford,36,,undergraduate day,MUS-111,,1,
Spring 2018 - Day,MUS-212A-01,,Bsc Musicianship IV: Written,2,LEC,DMB 104,01/08/18,04/24/18,TR,08:30AM,09:20AM,Dr. David Rhyne,18,,undergraduate day,MUS-211,,1,3677
Spring 2018 - Day,MUS-212A-01,,Bsc Musicianship IV: Written,2,EXAM,DMB 104,04/26/18,04/26/18,R,08:30AM,11:00AM,,18,,undergraduate day,MUS-211,,2,3677
Spring 2018 - Day,MUS-212A-02,,Bsc Musicianship IV: Written,2,LEC,DMB 104,01/08/18,04/24/18,TR,10:30AM,11:20AM,Staff Staff,18,,undergraduate day,MUS-211,,1,3677
Spring 2018 - Day,MUS-212A-02,,Bsc Musicianship IV: Written,2,EXAM,DMB 104,05/01/18,05/01/18,T,08:30AM,11:00AM,,18,,undergraduate day,MUS-211,,2,3677
Spring 2018 - Day,MUS-212A-03,,Bsc Musicianship IV: Written,2,LEC,DMB 104,01/08/18,04/24/18,TR,11:30AM,12:20PM,Staff Staff,18,,undergraduate day,MUS-211,,1,3677
Spring 2018 - Day,MUS-212A-03,,Bsc Musicianship IV: Written,2,EXAM,DMB 104,04/26/18,04/26/18,R,12:00PM,02:30PM,,18,,undergraduate day,MUS-211,,2,3677
Spring 2018 - Day,MUS-212B-01,,Basic Musicianship IV: Aural,1,SKL,DMB 104,01/08/18,04/24/18,MW,08:30AM,09:20AM,Dr. David Rhyne,18,,undergraduate day,MUS-211,,1,3678
Spring 2018 - Day,MUS-212B-01,,Basic Musicianship IV: Aural,1,EXAM,DMB 104,04/27/18,04/27/18,F,08:30AM,11:00AM,,18,,undergraduate day,MUS-211,,2,3678
