Term,Section,Former,Title,Credits,Instructional Method,Location,Start Date,End Date,Meeting Days,Start Time,End Time,Instructor(s),Seats Remaining,GERS,Purpose,Prequisites,Notes,Sort,Courses ID
Spring 2018 - Day,EES-112-02,EES-21,Environmental Science,4,EXAM,RNK 151,04/26/18,04/26/18,R,12:00PM,02:30PM,,24,NE NWL,undergraduate day,,,3,3021
Spring 2018 - Day,EES-115-01,EES-11,Earth Systems,4,LEC,RNK 151,01/08/18,04/24/18,TR,10:00AM,11:15AM,Dr. Bill Ranson,24,NE NWL,undergraduate day,,,1,5754
Spring 2018 - Day,EES-115-01,EES-11,Earth Systems,4,LAB,RNK 151,01/08/18,04/24/18,W,02:30PM,05:20PM,,24,NE NWL,undergraduate day,,,2,5754
Spring 2018 - Day,EES-115-01,EES-11,Earth Systems,4,EXAM,RNK 151,05/01/18,05/01/18,T,08:30AM,11:00AM,,24,NE NWL,undergraduate day,,,3,5754
Spring 2018 - Day,EES-115-02,EES-11,Earth Systems,4,LEC,RNK 151,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Dr. Ruth F. Aronoff,24,NE NWL,undergraduate day,,,1,5754
Spring 2018 - Day,EES-115-02,EES-11,Earth Systems,4,LAB,RNK 151,01/08/18,04/24/18,M,02:30PM,05:20PM,,24,NE NWL,undergraduate day,,,2,5754
Spring 2018 - Day,EES-115-02,EES-11,Earth Systems,4,EXAM,RNK 151,04/28/18,04/28/18,S,08:30AM,11:00AM,,24,NE NWL,undergraduate day,,,3,5754
Spring 2018 - Day,EES-218-01,,Plate Tectonics & Earthquakes,4,LEC,PYR 108,01/08/18,04/24/18,MWF,01:30PM,02:20PM,Dr. Ruth F. Aronoff,18,,undergraduate day,"EES-110, 111, 112, or 113",,1,3026
Spring 2018 - Day,EES-218-01,,Plate Tectonics & Earthquakes,4,LAB,PYR 108,01/08/18,04/24/18,W,02:30PM,05:20PM,,18,,undergraduate day,"EES-110, 111, 112, or 113",,2,3026
Spring 2018 - Day,EES-218-01,,Plate Tectonics & Earthquakes,4,EXAM,PYR 108,04/30/18,04/30/18,M,12:00PM,02:30PM,,18,,undergraduate day,"EES-110, 111, 112, or 113",,3,3026
Spring 2018 - Day,EES-221-01,EES-35,Mineralogy and Petrology II,4,LEC,PYR 108,01/08/18,04/24/18,MWF,09:30AM,10:20AM,Dr. Bill Ranson,12,,undergraduate day,EES-220,,1,3028
Spring 2018 - Day,EES-221-01,EES-35,Mineralogy and Petrology II,4,LAB,PYR 108,01/08/18,04/24/18,T,02:30PM,05:20PM,,12,,undergraduate day,EES-220,,2,3028
Spring 2018 - Day,EES-221-01,EES-35,Mineralogy and Petrology II,4,EXAM,PYR 108,04/30/18,04/30/18,M,08:30AM,11:00AM,,12,,undergraduate day,EES-220,,3,3028
Spring 2018 - Day,EES-330-01,EES-45,Hydrogeology,4,LEC,PYR 103,01/08/18,04/24/18,MWF,11:30AM,12:20PM,Dr. Weston R. Dripps,12,,undergraduate day,"EES-110, 111, 112, 113, or 215",,1,3034
Spring 2018 - Day,EES-330-01,EES-45,Hydrogeology,4,LAB,PYR 103,01/08/18,04/24/18,M,02:30PM,05:20PM,,12,,undergraduate day,"EES-110, 111, 112, 113, or 215",,2,3034
Spring 2018 - Day,EES-330-01,EES-45,Hydrogeology,4,EXAM,PYR 103,04/28/18,04/28/18,S,12:00PM,02:30PM,,12,,undergraduate day,"EES-110, 111, 112, 113, or 215",,3,3034
Spring 2018 - Day,ENG-111A-01,ENG-21,British Literature to 1798,4,LEC,FUR 108,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Dr. Jeanne Provost,20,TA,undergraduate day,,,1,5083
Spring 2018 - Day,ENG-111A-01,ENG-21,British Literature to 1798,4,EXAM,FUR 108,04/28/18,04/28/18,S,08:30AM,11:00AM,,20,TA,undergraduate day,,,2,5083
Spring 2018 - Day,ENG-111A-02,ENG-21,British Literature to 1798,4,LEC,FUR 108,01/08/18,04/24/18,MWF,11:30AM,12:20PM,Dr. Jeanne Provost,20,TA,undergraduate day,,,1,5083
Spring 2018 - Day,ENG-111A-02,ENG-21,British Literature to 1798,4,EXAM,FUR 108,04/28/18,04/28/18,S,12:00PM,02:30PM,,20,TA,undergraduate day,,,2,5083
Spring 2018 - Day,ENG-111B-01,ENG-22,British Literature Since 1798,4,LEC,FUR 108,01/08/18,04/24/18,TR,10:00AM,11:15AM,Dr. Gretchen Braun,20,TA,undergraduate day,,,1,5084
Spring 2018 - Day,ENG-111B-01,ENG-22,British Literature Since 1798,4,EXAM,FUR 108,05/01/18,05/01/18,T,08:30AM,11:00AM,,20,TA,undergraduate day,,,2,5084
Spring 2018 - Day,ENG-111B-02,ENG-22,British Literature Since 1798,4,LEC,FUR 110,01/08/18,04/24/18,TR,11:30AM,12:45PM,Dr. Michele D. Speitz,20,TA,undergraduate day,,,1,5084
Spring 2018 - Day,ENG-111B-02,ENG-22,British Literature Since 1798,4,EXAM,FUR 110,04/26/18,04/26/18,R,12:00PM,02:30PM,,20,TA,undergraduate day,,,2,5084
Spring 2018 - Day,ENG-111C-01,,American Passages,4,LEC,FUR 107,01/08/18,04/24/18,TR,01:00PM,02:15PM,Dr. Lynne Shackelford,20,TA,undergraduate day,,,1,5085
Spring 2018 - Day,ENG-111C-01,,American Passages,4,EXAM,FUR 107,05/01/18,05/01/18,T,12:00PM,02:30PM,,20,TA,undergraduate day,,,2,5085
Spring 2018 - Day,ENG-111H-01,,Comic Novel,4,LEC,FUR 111,01/08/18,04/24/18,TR,01:00PM,02:15PM,Dr. Shane M. Herron,20,TA,undergraduate day,,,1,5788
Spring 2018 - Day,ENG-111H-01,,Comic Novel,4,EXAM,FUR 111,05/01/18,05/01/18,T,12:00PM,02:30PM,,20,TA,undergraduate day,,,2,5788
Spring 2018 - Day,ENG-150-01,,Interpretive Strategies,4,LEC,FUR 109,01/08/18,04/24/18,TR,01:00PM,02:15PM,Dr. Nick Radel,20,TA,undergraduate day,,,1,5032
Spring 2018 - Day,ENG-150-01,,Interpretive Strategies,4,EXAM,FUR 109,05/01/18,05/01/18,T,12:00PM,02:30PM,,20,TA,undergraduate day,,,2,5032
Spring 2018 - Day,ENG-200-01,,Intro to Creative Writing,4,LEC,FUR 118,01/08/18,04/24/18,TR,11:30AM,12:45PM,Dr. Joni Tevis,12,,undergraduate day,,instructor permission required,1,5798
Spring 2018 - Day,ENG-200-01,,Intro to Creative Writing,4,EXAM,FUR 118,04/26/18,04/26/18,R,12:00PM,02:30PM,,12,,undergraduate day,,instructor permission required,2,5798
Spring 2018 - Day,ENG-212-01,ENG-34,Journalism Principles & Prct,4,LEC,FUR 117,01/08/18,04/24/18,TR,08:30AM,09:45AM,Mindy Friddle,12,,undergraduate day,any first year writing seminar,,1,3050
Spring 2018 - Day,ENG-212-01,ENG-34,Journalism Principles & Prct,4,EXAM,FUR 117,04/26/18,04/26/18,R,08:30AM,11:00AM,,12,,undergraduate day,any first year writing seminar,,2,3050
Spring 2018 - Day,ENG-221-01,ENG-33,Writing Fiction,4,LEC,FUR 121,01/08/18,04/24/18,MWF,11:30AM,12:20PM,Dr. Laura L. Morris,12,,undergraduate day,any first year writing seminar,instructor permission required,1,3053
Spring 2018 - Day,ENG-221-01,ENG-33,Writing Fiction,4,EXAM,FUR 121,04/28/18,04/28/18,S,12:00PM,02:30PM,,12,,undergraduate day,any first year writing seminar,instructor permission required,2,3053
Spring 2018 - Day,ENG-242-01,,Literature and the Environment,4,LEC,FUR 110,01/08/18,04/24/18,TR,10:00AM,11:15AM,Dr. Michele D. Speitz,20,NE TA,undergraduate day,any first year writing seminar,,1,5353
Spring 2018 - Day,ENG-242-01,,Literature and the Environment,4,EXAM,FUR 110,05/01/18,05/01/18,T,08:30AM,11:00AM,,20,NE TA,undergraduate day,any first year writing seminar,,2,5353
Spring 2018 - Day,ENG-301-01,,Late 14th Century English Lit,4,LEC,FUR 109,01/08/18,04/24/18,M,02:30PM,05:00PM,Dr. Jeanne Provost,20,TA,undergraduate day,any first year writing seminar,,1,3054
Spring 2018 - Day,ENG-301-01,,Late 14th Century English Lit,4,EXAM,FUR 109,04/30/18,04/30/18,M,03:30PM,06:00PM,,20,TA,undergraduate day,any first year writing seminar,,2,3054
Spring 2018 - Day,ENG-332-01,ENG-53,American Novel Since WW I,4,LEC,FUR 118,01/08/18,04/24/18,TR,10:00AM,11:15AM,Dr. Lynne Shackelford,20,TA,undergraduate day,any first year writing seminar,,1,3068
Spring 2018 - Day,ENG-332-01,ENG-53,American Novel Since WW I,4,EXAM,FUR 118,05/01/18,05/01/18,T,08:30AM,11:00AM,,20,TA,undergraduate day,any first year writing seminar,,2,3068
Spring 2018 - Day,ENG-368-01,,S. Asian Film & Visual Culture,4,LEC,FUR 204,01/08/18,04/24/18,MWF,11:30AM,12:20PM,Dr. Karni P. Bhati,24,VP WC VP WC,undergraduate day,,,1,5606
Spring 2018 - Day,ENG-368-01,,S. Asian Film & Visual Culture,4,EXAM,FUR 204,04/28/18,04/28/18,S,12:00PM,02:30PM,,24,VP WC VP WC,undergraduate day,,,2,5606
Spring 2018 - Day,ENG-377-01,ENG-54,Studies in the Essay,4,LEC,FUR 118,01/08/18,04/24/18,TR,01:00PM,02:15PM,Dr. Joni Tevis,20,TA,undergraduate day,any first year writing seminar,,1,5269
Spring 2018 - Day,ENG-377-01,ENG-54,Studies in the Essay,4,EXAM,FUR 118,05/01/18,05/01/18,T,12:00PM,02:30PM,,20,TA,undergraduate day,any first year writing seminar,,2,5269
Spring 2018 - Day,ENG-403-01,ENG-62,Faulkner,4,LEC,FUR 110,01/08/18,04/24/18,T,02:30PM,05:00PM,Dr. Willard Pate,20,TA,undergraduate day,any first year writing seminar,,1,3081
Spring 2018 - Day,ENG-403-01,ENG-62,Faulkner,4,EXAM,FUR 110,04/27/18,04/27/18,F,03:30PM,06:00PM,,20,TA,undergraduate day,any first year writing seminar,,2,3081
Spring 2018 - Day,ENG-411-01,ENG-71,Satire,4,LEC,FUR 106,01/08/18,04/24/18,MR,02:30PM,03:45PM,Dr. Shane M. Herron,20,TA,undergraduate day,any first year writing seminar,,1,3085
Spring 2018 - Day,ENG-411-01,ENG-71,Satire,4,EXAM,FUR 106,04/30/18,04/30/18,M,03:30PM,06:00PM,,20,TA,undergraduate day,any first year writing seminar,,2,3085
Spring 2018 - Day,ENG-452-01,ENG-76,Literary Feminisms,4,LEC,FUR 109,01/08/18,04/24/18,W,02:30PM,05:00PM,Dr. Gretchen Braun,20,TA,undergraduate day,any first year writing seminar,,1,3101
Spring 2018 - Day,ENG-452-01,ENG-76,Literary Feminisms,4,EXAM,FUR 109,04/26/18,04/26/18,R,03:30PM,06:00PM,,20,TA,undergraduate day,any first year writing seminar,,2,3101
Spring 2018 - Day,ENG-454-01,,Caribbean Cosmopolitianisms,4,LEC,FUR 107,01/08/18,04/24/18,TR,08:30AM,09:45AM,Dr. Mary A. Kirkpatrick,20,TA,undergraduate day,any first year writing seminar,,1,3103
Spring 2018 - Day,ENG-454-01,,Caribbean Cosmopolitianisms,4,EXAM,FUR 107,04/26/18,04/26/18,R,08:30AM,11:00AM,,20,TA,undergraduate day,any first year writing seminar,,2,3103
Spring 2018 - Day,ENG-457-01,,African-American Drama,4,LEC,PYR 222,01/08/18,04/24/18,TR,10:00AM,11:15AM,Dr. Nick Radel,20,TA,undergraduate day,any first year writing seminar,,1,3106
Spring 2018 - Day,ENG-457-01,,African-American Drama,4,EXAM,PYR 222,05/01/18,05/01/18,T,08:30AM,11:00AM,,20,TA,undergraduate day,any first year writing seminar,,2,3106
Spring 2018 - Day,ENG-475-01,ENG-64S,Senior Seminar in English,4,SEM,FUR 121,01/08/18,04/24/18,W,02:30PM,05:00PM,Dr. Willard Pate,12,,undergraduate day,any first year writing seminar,instructor permission required,1,3112
Spring 2018 - Day,ENG-475-01,ENG-64S,Senior Seminar in English,4,EXAM,FUR 121,04/26/18,04/26/18,R,03:30PM,06:00PM,,12,,undergraduate day,any first year writing seminar,instructor permission required,2,3112
Spring 2018 - Day,EST-301-01,IDS-55,Environment and Society,4,LEC,SHI COM,01/08/18,04/24/18,TR,11:30AM,12:45PM,Dr. Mark Stone,24,NE,undergraduate day,,,1,3122
Spring 2018 - Day,EST-301-01,IDS-55,Environment and Society,4,EXAM,SHI COM,04/26/18,04/26/18,R,12:00PM,02:30PM,,24,NE,undergraduate day,,,2,3122
Spring 2018 - Day,FRN-120-01,FR-12,Elementary French II,4,LEC,FUR 110,01/08/18,04/24/18,MTRF,08:30AM,09:20AM,Dr. Nathan D. Brown,24,,undergraduate day,FRN-110,,1,3126
Spring 2018 - Day,FRN-120-01,FR-12,Elementary French II,4,EXAM,FUR 110,04/27/18,04/27/18,F,08:30AM,11:00AM,,24,,undergraduate day,FRN-110,,2,3126
Spring 2018 - Day,FRN-120-02,FR-12,Elementary French II,4,LEC,FUR 106,01/08/18,04/24/18,MTRF,10:30AM,11:20AM,Dr. Daniel J. Worden,24,,undergraduate day,FRN-110,,1,3126
Spring 2018 - Day,FRN-120-02,FR-12,Elementary French II,4,EXAM,FUR 106,04/28/18,04/28/18,S,08:30AM,11:00AM,,24,,undergraduate day,FRN-110,,2,3126
Spring 2018 - Day,FRN-120-03,FR-12,Elementary French II,4,LEC,FUR 110,01/08/18,04/24/18,MTRF,01:30PM,02:20PM,Dr. Daniel J. Worden,24,,undergraduate day,FRN-110,,1,3126
Spring 2018 - Day,FRN-120-03,FR-12,Elementary French II,4,EXAM,FUR 110,04/30/18,04/30/18,M,12:00PM,02:30PM,,24,,undergraduate day,FRN-110,,2,3126
Spring 2018 - Day,FRN-201-01,FR-21,Intermediate French I,4,LEC,FUR 107,01/08/18,04/24/18,MWF,08:30AM,09:20AM,Dr. Marianne Bessy,24,FL,undergraduate day,FRN-115 or FRN-120,,1,3127
Spring 2018 - Day,FRN-201-01,FR-21,Intermediate French I,4,EXAM,FUR 107,04/27/18,04/27/18,F,08:30AM,11:00AM,,24,FL,undergraduate day,FRN-115 or FRN-120,,2,3127
Spring 2018 - Day,FRN-201-02,FR-21,Intermediate French I,4,LEC,FUR 107,01/08/18,04/24/18,MWF,09:30AM,10:20AM,Dr. Marianne Bessy,24,FL,undergraduate day,FRN-115 or FRN-120,,1,3127
Spring 2018 - Day,FRN-201-02,FR-21,Intermediate French I,4,EXAM,FUR 107,04/30/18,04/30/18,M,08:30AM,11:00AM,,24,FL,undergraduate day,FRN-115 or FRN-120,,2,3127
Spring 2018 - Day,FRN-214-01,,French Conversation,4,LEC,FUR 201,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Dr. Nathan D. Brown,18,FL,undergraduate day,FRN-201,,1,5333
Spring 2018 - Day,FRN-214-01,,French Conversation,4,EXAM,FUR 201,04/28/18,04/28/18,S,08:30AM,11:00AM,,18,FL,undergraduate day,FRN-201,,2,5333
Spring 2018 - Day,FRN-215-01,FR-25,French Composition,4,LEC,FUR 230,01/08/18,04/24/18,TR,08:30AM,09:45AM,Dr. Daniel J. Worden,18,FL,undergraduate day,FRN-201,,1,5332
Spring 2018 - Day,FRN-215-01,FR-25,French Composition,4,EXAM,FUR 230,04/26/18,04/26/18,R,08:30AM,11:00AM,,18,FL,undergraduate day,FRN-201,,2,5332
Spring 2018 - Day,FRN-333-01,FR-33,French Lit & Civilization III,4,LEC,FUR 201,01/08/18,04/24/18,MWF,01:30PM,02:20PM,Dr. Marianne Bessy,24,TA,undergraduate day,a course in French numbered 210 or greater,,1,3139
Spring 2018 - Day,FRN-333-01,FR-33,French Lit & Civilization III,4,EXAM,FUR 201,04/30/18,04/30/18,M,12:00PM,02:30PM,,24,TA,undergraduate day,a course in French numbered 210 or greater,,2,3139
Spring 2018 - Day,FRN-445-01,FR-A42,African Novel in French,4,LEC,FUR 207,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Dr. Cherie Maiden,24,TA WC,undergraduate day,Two courses numbered 210 or greater in French,,1,3148
Spring 2018 - Day,FRN-445-01,FR-A42,African Novel in French,4,EXAM,FUR 207,04/28/18,04/28/18,S,08:30AM,11:00AM,,24,TA WC,undergraduate day,Two courses numbered 210 or greater in French,,2,3148
Spring 2018 - Day,GRK-120-01,GRK-12,Elementary Greek II,4,LEC,FUR 126,01/08/18,04/24/18,MWF,08:30AM,09:20AM,Dr. Chris Blackwell,25,,undergraduate day,GRK-110,,1,3163
Spring 2018 - Day,GRK-120-01,GRK-12,Elementary Greek II,4,EXAM,FUR 126,04/27/18,04/27/18,F,08:30AM,11:00AM,,25,,undergraduate day,GRK-110,,2,3163
Spring 2018 - Day,GRK-333-01,GRK-34,Greek Prose,4,LEC,FUR 119,01/08/18,04/24/18,MWF,11:30AM,12:20PM,Dr. Chris Blackwell,24,TA,undergraduate day,,,1,5599
Spring 2018 - Day,GRK-333-01,GRK-34,Greek Prose,4,EXAM,FUR 119,04/28/18,04/28/18,S,12:00PM,02:30PM,,24,TA,undergraduate day,,,2,5599
Spring 2018 - Day,GRM-120-01,GER-12,Elementary German II,4,LEC,FUR 109,01/08/18,04/24/18,MTRF,10:30AM,11:20AM,Anne S. Culberson,24,,undergraduate day,GRM-110,,1,3179
Spring 2018 - Day,GRM-120-01,GER-12,Elementary German II,4,EXAM,FUR 109,04/28/18,04/28/18,S,08:30AM,11:00AM,,24,,undergraduate day,GRM-110,,2,3179
Spring 2018 - Day,GRM-120-02,GER-12,Elementary German II,4,LEC,FUR 109,01/08/18,04/24/18,MTRF,11:30AM,12:20PM,Anne S. Culberson,24,,undergraduate day,GRM-110,,1,3179
Spring 2018 - Day,GRM-120-02,GER-12,Elementary German II,4,EXAM,FUR 109,04/28/18,04/28/18,S,12:00PM,02:30PM,,24,,undergraduate day,GRM-110,,2,3179
Spring 2018 - Day,GRM-120-03,GER-12,Elementary German II,4,LEC,FUR 229,01/08/18,04/24/18,MTRF,08:30AM,09:20AM,Team-Taught,24,,undergraduate day,GRM-110,,1,
Spring 2018 - Day,GRM-120-03,GER-12,Elementary German II,4,EXAM,FUR 229,04/27/18,04/27/18,F,08:30AM,11:00AM,Dr. Erik J. Grell,24,,undergraduate day,GRM-110,,2,
Spring 2018 - Day,GRM-120-03,GER-12,Elementary German II,4,,,,,,,,Dr. Ilka Rasch,24,,undergraduate day,GRM-110,,1,
Spring 2018 - Day,GRM-430-01,GER-56,Readings in German Language,4,LEC,JHN 207,01/08/18,04/24/18,MWF,01:30PM,02:20PM,Team-Taught,24,,undergraduate day,Two courses numbered 201 or greater in German,,1,
Spring 2018 - Day,GRM-430-01,GER-56,Readings in German Language,4,EXAM,JHN 207,04/30/18,04/30/18,M,12:00PM,02:30PM,Dr. Ilka Rasch,24,,undergraduate day,Two courses numbered 201 or greater in German,,2,
Spring 2018 - Day,GRM-430-01,GER-56,Readings in German Language,4,,,,,,,,Dr. Erik J. Grell,24,,undergraduate day,Two courses numbered 201 or greater in German,,1,
Spring 2018 - Day,HSC-101-01,HES-10,Wellness Concepts,4,LEC,PAC 114,01/08/18,04/24/18,TR,07:30AM,08:20AM,Dr. Shaniece Criss,25,MB,undergraduate day,,,1,4728
Spring 2018 - Day,HSC-101-01,HES-10,Wellness Concepts,4,ADD,PAC FTC,01/08/18,04/24/18,MW,07:30AM,08:20AM,,25,MB,undergraduate day,,,2,4728
Spring 2018 - Day,HSC-101-01,HES-10,Wellness Concepts,4,EXAM,PAC 114,04/28/18,04/28/18,S,03:30PM,06:00PM,,25,MB,undergraduate day,,,3,4728
Spring 2018 - Day,HSC-101-02,HES-10,Wellness Concepts,4,LEC,PAC 114,01/08/18,04/24/18,TR,08:30AM,09:20AM,Dr. Shaniece Criss,25,MB,undergraduate day,,,1,4728
Spring 2018 - Day,HSC-101-02,HES-10,Wellness Concepts,4,ADD,PAC FTC,01/08/18,04/24/18,MW,08:30AM,09:20AM,,25,MB,undergraduate day,,,2,4728
Spring 2018 - Day,HSC-101-02,HES-10,Wellness Concepts,4,EXAM,PAC 114,04/26/18,04/26/18,R,08:30AM,11:00AM,,25,MB,undergraduate day,,,3,4728
Spring 2018 - Day,HSC-101-03,HES-10,Wellness Concepts,4,LEC,PAC 114,01/08/18,04/24/18,MW,08:30AM,09:20AM,Dr. Ben Snyder,25,MB,undergraduate day,,,1,4728
Spring 2018 - Day,HSC-101-03,HES-10,Wellness Concepts,4,ADD,PAC FTC,01/08/18,04/24/18,TR,08:30AM,09:20AM,,25,MB,undergraduate day,,,2,4728
Spring 2018 - Day,HSC-101-03,HES-10,Wellness Concepts,4,EXAM,PAC 114,04/26/18,04/26/18,F,08:30AM,11:00AM,,25,MB,undergraduate day,,,3,4728
Spring 2018 - Day,HSC-101-04,HES-10,Wellness Concepts,4,LEC,PAC 113,01/08/18,04/24/18,MW,08:30AM,09:20AM,Dr. Tim Patrick,25,MB,undergraduate day,,,1,4728
Spring 2018 - Day,HSC-101-04,HES-10,Wellness Concepts,4,ADD,PAC FTC,01/08/18,04/24/18,MW,09:30AM,10:20AM,,25,MB,undergraduate day,,,2,4728
Spring 2018 - Day,HSC-101-04,HES-10,Wellness Concepts,4,EXAM,PAC 113,04/27/18,04/27/18,F,08:30AM,11:00AM,,25,MB,undergraduate day,,,3,4728
Spring 2018 - Day,HSC-101-05,HES-10,Wellness Concepts,4,LEC,PAC 114,01/08/18,04/24/18,WF,10:30AM,11:20AM,Dr. Tim Patrick,25,MB,undergraduate day,,,1,4728
Spring 2018 - Day,HSC-101-05,HES-10,Wellness Concepts,4,ADD,PAC FTC,01/08/18,04/24/18,WF,11:30AM,12:20PM,,25,MB,undergraduate day,,,2,4728
Spring 2018 - Day,HSC-101-05,HES-10,Wellness Concepts,4,EXAM,PAC 114,04/28/18,04/28/18,S,08:30AM,11:00AM,,25,MB,undergraduate day,,,3,4728
Spring 2018 - Day,HSC-101-06,HES-10,Wellness Concepts,4,LEC,PAC HPL,01/08/18,04/24/18,MW,10:30AM,11:20AM,Dr. Eric Sobolewski,25,MB,undergraduate day,,,1,4728
Spring 2018 - Day,HSC-101-06,HES-10,Wellness Concepts,4,ADD,PAC FTC,01/08/18,04/24/18,TR,10:30AM,11:20AM,,25,MB,undergraduate day,,,2,4728
Spring 2018 - Day,HSC-101-06,HES-10,Wellness Concepts,4,EXAM,PAC HPL,04/28/18,04/28/18,S,08:30AM,11:00AM,,25,MB,undergraduate day,,,3,4728
Spring 2018 - Day,HSC-101-07,HES-10,Wellness Concepts,4,LEC,PAC 116,01/08/18,04/24/18,MW,11:30AM,12:20PM,Dr. Tony Caterisano,25,MB,undergraduate day,,,1,4728
Spring 2018 - Day,HSC-101-07,HES-10,Wellness Concepts,4,ADD,PAC FTC,01/08/18,04/24/18,TR,11:30AM,12:20PM,,25,MB,undergraduate day,,,2,4728
Spring 2018 - Day,HSC-101-07,HES-10,Wellness Concepts,4,EXAM,PAC 116,04/28/18,04/28/18,S,12:00PM,02:30PM,,25,MB,undergraduate day,,,3,4728
Spring 2018 - Day,HSC-101-08,HES-10,Wellness Concepts,4,LEC,PAC HPL,01/08/18,04/24/18,TR,11:30AM,12:20PM,Dr. Matt Feigenbaum,25,MB,undergraduate day,,,1,4728
Spring 2018 - Day,HSC-101-08,HES-10,Wellness Concepts,4,ADD,PAC FTC,01/08/18,04/24/18,MW,11:30AM,12:20PM,,25,MB,undergraduate day,,,2,4728
Spring 2018 - Day,HSC-101-08,HES-10,Wellness Concepts,4,EXAM,PAC HPL,04/26/18,04/26/18,R,12:00PM,02:30PM,,25,MB,undergraduate day,,,3,4728
Spring 2018 - Day,HSC-101-09,HES-10,Wellness Concepts,4,LEC,PAC 114,01/08/18,04/24/18,WF,11:30AM,12:20PM,Dr. Anna L. Cass,25,MB,undergraduate day,,,1,4728
Spring 2018 - Day,HSC-101-09,HES-10,Wellness Concepts,4,ADD,PAC FTC,01/08/18,04/24/18,WF,12:30PM,01:20PM,,25,MB,undergraduate day,,,2,4728
Spring 2018 - Day,HSC-101-09,HES-10,Wellness Concepts,4,EXAM,PAC 114,04/28/18,04/28/18,S,12:00PM,02:30PM,,25,MB,undergraduate day,,,3,4728
Spring 2018 - Day,HSC-101-10,HES-10,Wellness Concepts,4,LEC,PAC 114,01/08/18,04/24/18,MW,01:30PM,02:20PM,Dr. Tony Caterisano,25,MB,undergraduate day,,,1,4728
Spring 2018 - Day,HSC-101-10,HES-10,Wellness Concepts,4,ADD,PAC FTC,01/08/18,04/24/18,TR,01:30PM,02:20PM,,25,MB,undergraduate day,,,2,4728
Spring 2018 - Day,HSC-101-10,HES-10,Wellness Concepts,4,EXAM,PAC 114,04/30/18,04/30/18,M,12:00PM,02:30PM,,25,MB,undergraduate day,,,3,4728
Spring 2018 - Day,HSC-101-11,HES-10,Wellness Concepts,4,LEC,PAC 116,01/08/18,04/24/18,TR,01:30PM,02:20PM,Ms. Kelly K. Frazier,25,MB,undergraduate day,,,1,4728
Spring 2018 - Day,HSC-101-11,HES-10,Wellness Concepts,4,ADD,PAC FTC,01/08/18,04/24/18,MW,01:30PM,02:20PM,,25,MB,undergraduate day,,,2,4728
Spring 2018 - Day,HSC-101-11,HES-10,Wellness Concepts,4,EXAM,PAC 116,05/01/18,05/01/18,T,12:00PM,02:30PM,,25,MB,undergraduate day,,,3,4728
Spring 2018 - Day,HSC-101-12,HES-10,Wellness Concepts,4,LEC,PAC 114,01/08/18,04/24/18,MW,02:30PM,03:20PM,Dr. Tony Caterisano,25,MB,undergraduate day,,,1,4728
Spring 2018 - Day,HSC-101-12,HES-10,Wellness Concepts,4,ADD,PAC FTC,01/08/18,04/24/18,TR,02:30PM,03:20PM,,25,MB,undergraduate day,,,2,4728
Spring 2018 - Day,HSC-101-12,HES-10,Wellness Concepts,4,EXAM,PAC 114,04/30/18,04/30/18,M,03:30PM,06:00PM,,25,MB,undergraduate day,,,3,4728
Spring 2018 - Day,HSC-101-13,HES-10,Wellness Concepts,4,LEC,PAC 114,01/08/18,04/24/18,TR,02:30PM,03:20PM,Ms. Kelly K. Frazier,25,MB,undergraduate day,,,1,4728
Spring 2018 - Day,HSC-101-13,HES-10,Wellness Concepts,4,ADD,PAC FTC,01/08/18,04/24/18,MW,02:30PM,03:20PM,,25,MB,undergraduate day,,,2,4728
Spring 2018 - Day,HSC-101-13,HES-10,Wellness Concepts,4,EXAM,PAC 114,04/27/18,04/27/18,F,03:30PM,06:00PM,,25,MB,undergraduate day,,,3,4728
Spring 2018 - Day,HSC-201-01,HES-30,Research & Evaluation in HSC,4,LEC,PAC 113,01/08/18,04/24/18,TR,08:30AM,09:45AM,Dr. Anna L. Cass,18,HB,undergraduate day,HSC-101,Health Sciences or Public Health majors ONLY,1,4729
Spring 2018 - Day,HSC-201-01,HES-30,Research & Evaluation in HSC,4,LAB,PAC 113,01/08/18,04/24/18,W,02:30PM,05:30PM,Dr. Anna L. Cass,18,HB,undergraduate day,HSC-101,Health Sciences or Public Health majors ONLY,2,4729
Spring 2018 - Day,HSC-201-01,HES-30,Research & Evaluation in HSC,4,EXAM,PAC 113,04/26/18,04/26/18,R,08:30AM,11:00AM,,18,HB,undergraduate day,HSC-101,Health Sciences or Public Health majors ONLY,3,4729
Spring 2018 - Day,HSC-201-02,HES-30,Research & Evaluation in HSC,4,LEC,PAC 113,01/08/18,04/24/18,TR,10:00AM,11:15AM,Dr. Meghan M. Slining,18,HB,undergraduate day,HSC-101,Health Sciences or Public Health majors ONLY,1,4729
Spring 2018 - Day,HSC-201-02,HES-30,Research & Evaluation in HSC,4,LAB,PAC 113,01/08/18,04/24/18,M,02:30PM,05:30PM,Dr. Meghan M. Slining,18,HB,undergraduate day,HSC-101,Health Sciences or Public Health majors ONLY,2,4729
